idx,subject_type,subject,relation,object_type,object,input,wiki_page
22,COMPANY,First Merchants Corporation,IS_MEMBER_OF,COMPANY,NASDAQ Global Select Market System,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",
22,PERSON,David L. Ortega,RELATE_TO,CONCEPT,First Vice President/Director of Investor Relations,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",
22,COMPANY,First Merchants Corporation,IS_MEMBER_OF,COMPANY,NASDAQ Global Select Market System,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",
22,COMPANY,FIRST MERCHANTS,RELATE_TO,CONCEPT,federally registered trademarks,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",
22,COMPANY,Shield Logo,RELATE_TO,CONCEPT,federally registered trademarks,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",
23,PERSON,Johnny Cash,PRODUCE,PRODUCT,At Folsom Prison,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,PERSON,Johnny Cash,RELATE_TO,CONCEPT,Christian beliefs,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,PERSON,Johnny Cash,RELATE_TO,CONCEPT,Gospels,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,PERSON,Johnny Cash,RELATE_TO,CONCEPT,Christian,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,PERSON,Johnny Cash,HAS,CONCEPT,outlaw image,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,PERSON,Johnny Cash,RELATE_TO,CONCEPT,Gospels living,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,PERSON,Johnny Cash,RELATE_TO,CONCEPT,Christianity,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,PERSON,Johnny Cash,PARTICIPES_IN,CONCEPT,Christianity adoption,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,PERSON,Johnny Cash,RELATE_TO,CONCEPT,Christianity practice,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,PERSON,Johnny Cash,PARTICIPES_IN,CONCEPT,Gospels study,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,PERSON,Johnny Cash,RELATE_TO,CONCEPT,Christianity paragon,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,PERSON,Johnny Cash,RELATE_TO,CONCEPT,Christianity devotion,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,PERSON,Johnny Cash,RELATE_TO,CONCEPT,Christianity commitment,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
31,GEOPOLITICAL ENTITY,Venezuela,HAS,EVENT,Unrest over food shortages,"SAN CRISTOBAL/BARINAS, Venezuela (Reuters) - Hungry mobs ransacked a food collection center, and a supermarket in Venezuela’s western Andean state of Merida on Thursday and reportedly even slaughtered cattle grazing in a field as unrest over food shortages spread through the country.An opposition lawmaker from Merida, Carlos Paparoni, said four people had died and 10 were injured in the chaos over the last two days, but he did not specify the circumstances.Four years of recession and the world’s highest inflation have plunged millions of Venezuelans into poverty, and President Nicolas Maduro’s authoritarian socialist regime faces mounting unrest.Venezuela’s Information Ministry did not respond to a request for information about the latest disturbances to rock the nation of 30 million people. Looters plundered a truck carrying corn, a food collection center, and a state-run supermarket, according to Paparoni, and a vet who witnessed the mayhem.A video on social media also showed around a dozen men running into a lush pasture, chasing a cow, and then apparently beating it to death.“They’re hunting. The people are hungry!” says the narrator of the video, who filmed the incident from his car. Lawmaker Paparoni said some 300 animals were believed to have been killed. Reuters could not verify the information.Zuley Urdaneta, a 50 year-old vet in Merida, witnessed the looting of a truck along the highway around 2 p.m. on Thursday afternoon. About two hours later, he said some 800 people converged on a food collection center and proceeded to plunder it.“They knocked down the gates and looted flour, rice, cooking oil, cooking gas,” said Urdaneta. “The police and the National Guard tried to control the situation by giving out what was left.”Looting has been increasing in the provinces since Christmas, with food shortages and hyperinflation leaving millions of people hungry, though the capital, Caracas, has so far been largely unaffected.The opposition says Maduro’s failed economic policies and rampant corruption are to blame for the meltdown in the once booming country home to the world’s largest crude reserves.“What we’re living is barbaric,” said opposition lawmaker Juan Guaido in a tweet referencing the slaughter the cattle. “The dehumanizing regime of Nicolas Maduro is turning a blind eye to the tragedy that we Venezuelans are living.”Maduro’s government accuses political opponents and business-friendly foreign powers of trying to foment a social uprising against him by stoking inflation and hoarding food.In what they said was an attempt to combat “speculation,” authorities last week forced over 200 supermarkets to slash prices, creating chaos as desperate Venezuelans leapt at the chance to buy cheaper food.Some supermarkets were sold out of fruit and vegetables, and staff were unsure if the shelves would be replenished.Writing by Alexandra Ulmer; Editing by Simon Cameron-MooreOur Standards: The Thomson Reuters Trust Principles. [/INST] \n",
31,ECON_INDICATOR,Four years of recession,Impact,ECON_INDICATOR,Poverty,"SAN CRISTOBAL/BARINAS, Venezuela (Reuters) - Hungry mobs ransacked a food collection center, and a supermarket in Venezuela’s western Andean state of Merida on Thursday and reportedly even slaughtered cattle grazing in a field as unrest over food shortages spread through the country.An opposition lawmaker from Merida, Carlos Paparoni, said four people had died and 10 were injured in the chaos over the last two days, but he did not specify the circumstances.Four years of recession and the world’s highest inflation have plunged millions of Venezuelans into poverty, and President Nicolas Maduro’s authoritarian socialist regime faces mounting unrest.Venezuela’s Information Ministry did not respond to a request for information about the latest disturbances to rock the nation of 30 million people. Looters plundered a truck carrying corn, a food collection center, and a state-run supermarket, according to Paparoni, and a vet who witnessed the mayhem.A video on social media also showed around a dozen men running into a lush pasture, chasing a cow, and then apparently beating it to death.“They’re hunting. The people are hungry!” says the narrator of the video, who filmed the incident from his car. Lawmaker Paparoni said some 300 animals were believed to have been killed. Reuters could not verify the information.Zuley Urdaneta, a 50 year-old vet in Merida, witnessed the looting of a truck along the highway around 2 p.m. on Thursday afternoon. About two hours later, he said some 800 people converged on a food collection center and proceeded to plunder it.“They knocked down the gates and looted flour, rice, cooking oil, cooking gas,” said Urdaneta. “The police and the National Guard tried to control the situation by giving out what was left.”Looting has been increasing in the provinces since Christmas, with food shortages and hyperinflation leaving millions of people hungry, though the capital, Caracas, has so far been largely unaffected.The opposition says Maduro’s failed economic policies and rampant corruption are to blame for the meltdown in the once booming country home to the world’s largest crude reserves.“What we’re living is barbaric,” said opposition lawmaker Juan Guaido in a tweet referencing the slaughter the cattle. “The dehumanizing regime of Nicolas Maduro is turning a blind eye to the tragedy that we Venezuelans are living.”Maduro’s government accuses political opponents and business-friendly foreign powers of trying to foment a social uprising against him by stoking inflation and hoarding food.In what they said was an attempt to combat “speculation,” authorities last week forced over 200 supermarkets to slash prices, creating chaos as desperate Venezuelans leapt at the chance to buy cheaper food.Some supermarkets were sold out of fruit and vegetables, and staff were unsure if the shelves would be replenished.Writing by Alexandra Ulmer; Editing by Simon Cameron-MooreOur Standards: The Thomson Reuters Trust Principles. [/INST] \n",
31,ECON_INDICATOR,World's highest inflation,Impact,ECON_INDICATOR,Poverty,"SAN CRISTOBAL/BARINAS, Venezuela (Reuters) - Hungry mobs ransacked a food collection center, and a supermarket in Venezuela’s western Andean state of Merida on Thursday and reportedly even slaughtered cattle grazing in a field as unrest over food shortages spread through the country.An opposition lawmaker from Merida, Carlos Paparoni, said four people had died and 10 were injured in the chaos over the last two days, but he did not specify the circumstances.Four years of recession and the world’s highest inflation have plunged millions of Venezuelans into poverty, and President Nicolas Maduro’s authoritarian socialist regime faces mounting unrest.Venezuela’s Information Ministry did not respond to a request for information about the latest disturbances to rock the nation of 30 million people. Looters plundered a truck carrying corn, a food collection center, and a state-run supermarket, according to Paparoni, and a vet who witnessed the mayhem.A video on social media also showed around a dozen men running into a lush pasture, chasing a cow, and then apparently beating it to death.“They’re hunting. The people are hungry!” says the narrator of the video, who filmed the incident from his car. Lawmaker Paparoni said some 300 animals were believed to have been killed. Reuters could not verify the information.Zuley Urdaneta, a 50 year-old vet in Merida, witnessed the looting of a truck along the highway around 2 p.m. on Thursday afternoon. About two hours later, he said some 800 people converged on a food collection center and proceeded to plunder it.“They knocked down the gates and looted flour, rice, cooking oil, cooking gas,” said Urdaneta. “The police and the National Guard tried to control the situation by giving out what was left.”Looting has been increasing in the provinces since Christmas, with food shortages and hyperinflation leaving millions of people hungry, though the capital, Caracas, has so far been largely unaffected.The opposition says Maduro’s failed economic policies and rampant corruption are to blame for the meltdown in the once booming country home to the world’s largest crude reserves.“What we’re living is barbaric,” said opposition lawmaker Juan Guaido in a tweet referencing the slaughter the cattle. “The dehumanizing regime of Nicolas Maduro is turning a blind eye to the tragedy that we Venezuelans are living.”Maduro’s government accuses political opponents and business-friendly foreign powers of trying to foment a social uprising against him by stoking inflation and hoarding food.In what they said was an attempt to combat “speculation,” authorities last week forced over 200 supermarkets to slash prices, creating chaos as desperate Venezuelans leapt at the chance to buy cheaper food.Some supermarkets were sold out of fruit and vegetables, and staff were unsure if the shelves would be replenished.Writing by Alexandra Ulmer; Editing by Simon Cameron-MooreOur Standards: The Thomson Reuters Trust Principles. [/INST] \n",
31,PERSON,Nicolas Maduro,HAS,CONCEPT,Authoritarian socialist regime,"SAN CRISTOBAL/BARINAS, Venezuela (Reuters) - Hungry mobs ransacked a food collection center, and a supermarket in Venezuela’s western Andean state of Merida on Thursday and reportedly even slaughtered cattle grazing in a field as unrest over food shortages spread through the country.An opposition lawmaker from Merida, Carlos Paparoni, said four people had died and 10 were injured in the chaos over the last two days, but he did not specify the circumstances.Four years of recession and the world’s highest inflation have plunged millions of Venezuelans into poverty, and President Nicolas Maduro’s authoritarian socialist regime faces mounting unrest.Venezuela’s Information Ministry did not respond to a request for information about the latest disturbances to rock the nation of 30 million people. Looters plundered a truck carrying corn, a food collection center, and a state-run supermarket, according to Paparoni, and a vet who witnessed the mayhem.A video on social media also showed around a dozen men running into a lush pasture, chasing a cow, and then apparently beating it to death.“They’re hunting. The people are hungry!” says the narrator of the video, who filmed the incident from his car. Lawmaker Paparoni said some 300 animals were believed to have been killed. Reuters could not verify the information.Zuley Urdaneta, a 50 year-old vet in Merida, witnessed the looting of a truck along the highway around 2 p.m. on Thursday afternoon. About two hours later, he said some 800 people converged on a food collection center and proceeded to plunder it.“They knocked down the gates and looted flour, rice, cooking oil, cooking gas,” said Urdaneta. “The police and the National Guard tried to control the situation by giving out what was left.”Looting has been increasing in the provinces since Christmas, with food shortages and hyperinflation leaving millions of people hungry, though the capital, Caracas, has so far been largely unaffected.The opposition says Maduro’s failed economic policies and rampant corruption are to blame for the meltdown in the once booming country home to the world’s largest crude reserves.“What we’re living is barbaric,” said opposition lawmaker Juan Guaido in a tweet referencing the slaughter the cattle. “The dehumanizing regime of Nicolas Maduro is turning a blind eye to the tragedy that we Venezuelans are living.”Maduro’s government accuses political opponents and business-friendly foreign powers of trying to foment a social uprising against him by stoking inflation and hoarding food.In what they said was an attempt to combat “speculation,” authorities last week forced over 200 supermarkets to slash prices, creating chaos as desperate Venezuelans leapt at the chance to buy cheaper food.Some supermarkets were sold out of fruit and vegetables, and staff were unsure if the shelves would be replenished.Writing by Alexandra Ulmer; Editing by Simon Cameron-MooreOur Standards: The Thomson Reuters Trust Principles. [/INST] \n",
31,CONCEPT,Failed economic policies,Impact,EVENT,Unrest over food shortages,"SAN CRISTOBAL/BARINAS, Venezuela (Reuters) - Hungry mobs ransacked a food collection center, and a supermarket in Venezuela’s western Andean state of Merida on Thursday and reportedly even slaughtered cattle grazing in a field as unrest over food shortages spread through the country.An opposition lawmaker from Merida, Carlos Paparoni, said four people had died and 10 were injured in the chaos over the last two days, but he did not specify the circumstances.Four years of recession and the world’s highest inflation have plunged millions of Venezuelans into poverty, and President Nicolas Maduro’s authoritarian socialist regime faces mounting unrest.Venezuela’s Information Ministry did not respond to a request for information about the latest disturbances to rock the nation of 30 million people. Looters plundered a truck carrying corn, a food collection center, and a state-run supermarket, according to Paparoni, and a vet who witnessed the mayhem.A video on social media also showed around a dozen men running into a lush pasture, chasing a cow, and then apparently beating it to death.“They’re hunting. The people are hungry!” says the narrator of the video, who filmed the incident from his car. Lawmaker Paparoni said some 300 animals were believed to have been killed. Reuters could not verify the information.Zuley Urdaneta, a 50 year-old vet in Merida, witnessed the looting of a truck along the highway around 2 p.m. on Thursday afternoon. About two hours later, he said some 800 people converged on a food collection center and proceeded to plunder it.“They knocked down the gates and looted flour, rice, cooking oil, cooking gas,” said Urdaneta. “The police and the National Guard tried to control the situation by giving out what was left.”Looting has been increasing in the provinces since Christmas, with food shortages and hyperinflation leaving millions of people hungry, though the capital, Caracas, has so far been largely unaffected.The opposition says Maduro’s failed economic policies and rampant corruption are to blame for the meltdown in the once booming country home to the world’s largest crude reserves.“What we’re living is barbaric,” said opposition lawmaker Juan Guaido in a tweet referencing the slaughter the cattle. “The dehumanizing regime of Nicolas Maduro is turning a blind eye to the tragedy that we Venezuelans are living.”Maduro’s government accuses political opponents and business-friendly foreign powers of trying to foment a social uprising against him by stoking inflation and hoarding food.In what they said was an attempt to combat “speculation,” authorities last week forced over 200 supermarkets to slash prices, creating chaos as desperate Venezuelans leapt at the chance to buy cheaper food.Some supermarkets were sold out of fruit and vegetables, and staff were unsure if the shelves would be replenished.Writing by Alexandra Ulmer; Editing by Simon Cameron-MooreOur Standards: The Thomson Reuters Trust Principles. [/INST] \n",
31,CONCEPT,Rampant corruption,Impact,EVENT,Unrest over food shortages,"SAN CRISTOBAL/BARINAS, Venezuela (Reuters) - Hungry mobs ransacked a food collection center, and a supermarket in Venezuela’s western Andean state of Merida on Thursday and reportedly even slaughtered cattle grazing in a field as unrest over food shortages spread through the country.An opposition lawmaker from Merida, Carlos Paparoni, said four people had died and 10 were injured in the chaos over the last two days, but he did not specify the circumstances.Four years of recession and the world’s highest inflation have plunged millions of Venezuelans into poverty, and President Nicolas Maduro’s authoritarian socialist regime faces mounting unrest.Venezuela’s Information Ministry did not respond to a request for information about the latest disturbances to rock the nation of 30 million people. Looters plundered a truck carrying corn, a food collection center, and a state-run supermarket, according to Paparoni, and a vet who witnessed the mayhem.A video on social media also showed around a dozen men running into a lush pasture, chasing a cow, and then apparently beating it to death.“They’re hunting. The people are hungry!” says the narrator of the video, who filmed the incident from his car. Lawmaker Paparoni said some 300 animals were believed to have been killed. Reuters could not verify the information.Zuley Urdaneta, a 50 year-old vet in Merida, witnessed the looting of a truck along the highway around 2 p.m. on Thursday afternoon. About two hours later, he said some 800 people converged on a food collection center and proceeded to plunder it.“They knocked down the gates and looted flour, rice, cooking oil, cooking gas,” said Urdaneta. “The police and the National Guard tried to control the situation by giving out what was left.”Looting has been increasing in the provinces since Christmas, with food shortages and hyperinflation leaving millions of people hungry, though the capital, Caracas, has so far been largely unaffected.The opposition says Maduro’s failed economic policies and rampant corruption are to blame for the meltdown in the once booming country home to the world’s largest crude reserves.“What we’re living is barbaric,” said opposition lawmaker Juan Guaido in a tweet referencing the slaughter the cattle. “The dehumanizing regime of Nicolas Maduro is turning a blind eye to the tragedy that we Venezuelans are living.”Maduro’s government accuses political opponents and business-friendly foreign powers of trying to foment a social uprising against him by stoking inflation and hoarding food.In what they said was an attempt to combat “speculation,” authorities last week forced over 200 supermarkets to slash prices, creating chaos as desperate Venezuelans leapt at the chance to buy cheaper food.Some supermarkets were sold out of fruit and vegetables, and staff were unsure if the shelves would be replenished.Writing by Alexandra Ulmer; Editing by Simon Cameron-MooreOur Standards: The Thomson Reuters Trust Principles. [/INST] \n",
