idx,subject,subject_type,relation,object,input,object_type,wiki_page
20,Kohl's,ORG,Raise,Weight,JP Morgan upgrades Kohl's to overweight 21 Hours Ago The “Fast Money Halftime Report” traders discuss Kohl's shares jumping on an overweight upgrade from JP Morgan for the call of the day. [/INST] \n,ECON_INDICATOR,
21,Osisko Gold Royalties Ltd,ORG,Announce,Record 2017 Gold Equivalent Ounces,"January 18, 2018 / 3:00 PM / Updated 22 minutes ago BRIEF-Osisko Announces Record 2017 Gold Equivalent Ounces Reuters Staff Jan 18 (Reuters) - Osisko Gold Royalties Ltd: * OSISKO ANNOUNCES RECORD 2017 GOLD EQUIVALENT OUNCES * OSISKO GOLD ROYALTIES LTD - ‍PRELIM GEOS EARNED IN Q4 TOTALED 20,990 OUNCES​, UP 26 PERCENT FROM Q3 2017 Source text for Eikon: Further company coverage: [/INST] \n",ECON_INDICATOR,
22,First Merchants Corporation,ORG,Announce,fourth quarter 2017 financial results,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",ECON_INDICATOR,
22,First Merchants Corporation,ORG,Operate_In,"Muncie, Indiana","MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",GPE,
22,First Merchants Corporation,ORG,Host,fourth quarter 2017 earnings conference call and web cast,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",EVENT,
22,First Merchants Corporation,ORG,Raise,2:30 p.m. (ET),"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",TIME,
22,First Merchants Corporation,ORG,Participates_In,(Toll Free) 877-507-0578,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",PHONE_NUMBER,
22,First Merchants Corporation,ORG,Reference,First Merchants Corporation’s fourth quarter earnings release,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",DOCUMENT,
22,First Merchants Corporation,ORG,Participates_In,+1 412-317-0083,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",PHONE_NUMBER,
22,First Merchants Corporation,ORG,Provide,replay access code 10114961,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",CODE,
22,http://services.choruscall.com/links/frme180125.html,URL,Provide,web cast and presentation slides,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",DOCUMENT,
22,First Merchants Corporation,ORG,Operate_In,"January 25, 2019","MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",DATE,
22,First Merchants Corporation,ORG,Impact,replay of the webcast,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",WEB_CAST,
22,David L. Ortega,PERSON,Contact,First Vice President/Director of Investor Relations,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",PERSON,
22,David L. Ortega,PERSON,Provide,765-378-8937,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",PHONE_NUMBER,
22,David L. Ortega,PERSON,Provide,http://www.firstmerchants.com/,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",URL,
23,Johnny Cash,PERSON,Recorded,At Folsom Prison,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",EVENT,
23,At Folsom Prison,EVENT,Transcended,Usual Categories of Popular Music,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",CONCEPT,
23,At Folsom Prison,EVENT,Sold,More than three million copies,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",ECON_INDICATOR,
23,Johnny Cash,PERSON,Relate_To,Convicts,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",GPE,
23,Johnny Cash,PERSON,Has,Outlaw Image,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",CONCEPT,
23,Johnny Cash,PERSON,Operate_In,Gospels,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",CONCEPT,
23,Johnny Cash,PERSON,Raised_In,"Dyess, Ark.","Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",GPE,
23,Johnny Cash,PERSON,Became_A_Christian,1944,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",DATE,
23,Johnny Cash,PERSON,Was,12,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",AGE,
24,Borqs Technologies Inc.,COMP,Announce,Investment,"January 22, 2018 / 2:16 PM / Updated 13 minutes ago BRIEF-Borqs Technologies Announces Investment In Shenzhen Crave Communication Reuters Staff Jan 22 (Reuters) - Borqs Technologies Inc: * BORQS TECHNOLOGIES ANNOUNCES INVESTMENT INTO A MAJOR EMS IN CHINA – SHENZHEN CRAVE COMMUNICATION * BORQS TECHNOLOGIES- SIGNING OF DEAL TO BUY 13.8% OF SHENZHEN CRAVE COMMUNICATION CO. LTD, AFFILIATED BUSINESS ENTITY, COLMEI TECHNOLOGY INTERNATIONAL * BORQS TECHNOLOGIES - DEAL FOR $13 MILLION ‍,CONSISTING OF $3 MILLION IN CO‘S ORDINARY SHARES TO BE ISSUED AT CLOSING AND $10 MILLION IN CASH TO BE PAID OVER 3 YEARS​ Source text for Eikon: Further company coverage: [/INST] \n",FIN_INSTRUMENT,
24,Borqs Technologies Inc.,COMP,Operate_In,China,"January 22, 2018 / 2:16 PM / Updated 13 minutes ago BRIEF-Borqs Technologies Announces Investment In Shenzhen Crave Communication Reuters Staff Jan 22 (Reuters) - Borqs Technologies Inc: * BORQS TECHNOLOGIES ANNOUNCES INVESTMENT INTO A MAJOR EMS IN CHINA – SHENZHEN CRAVE COMMUNICATION * BORQS TECHNOLOGIES- SIGNING OF DEAL TO BUY 13.8% OF SHENZHEN CRAVE COMMUNICATION CO. LTD, AFFILIATED BUSINESS ENTITY, COLMEI TECHNOLOGY INTERNATIONAL * BORQS TECHNOLOGIES - DEAL FOR $13 MILLION ‍,CONSISTING OF $3 MILLION IN CO‘S ORDINARY SHARES TO BE ISSUED AT CLOSING AND $10 MILLION IN CASH TO BE PAID OVER 3 YEARS​ Source text for Eikon: Further company coverage: [/INST] \n",GPE,
24,Borqs Technologies Inc.,COMP,Impact,Shenzhen Crave Communication,"January 22, 2018 / 2:16 PM / Updated 13 minutes ago BRIEF-Borqs Technologies Announces Investment In Shenzhen Crave Communication Reuters Staff Jan 22 (Reuters) - Borqs Technologies Inc: * BORQS TECHNOLOGIES ANNOUNCES INVESTMENT INTO A MAJOR EMS IN CHINA – SHENZHEN CRAVE COMMUNICATION * BORQS TECHNOLOGIES- SIGNING OF DEAL TO BUY 13.8% OF SHENZHEN CRAVE COMMUNICATION CO. LTD, AFFILIATED BUSINESS ENTITY, COLMEI TECHNOLOGY INTERNATIONAL * BORQS TECHNOLOGIES - DEAL FOR $13 MILLION ‍,CONSISTING OF $3 MILLION IN CO‘S ORDINARY SHARES TO BE ISSUED AT CLOSING AND $10 MILLION IN CASH TO BE PAID OVER 3 YEARS​ Source text for Eikon: Further company coverage: [/INST] \n",ORG,
